Description,AvgUnitsShipped,StdUnitsShipped,MinUnitsShipped,MaxUnitsShipped,AvgNetAmount,StdNetAmount,MinNetAmount,MaxNetAmount,NumberOfTransactions,NumberOfTransactionDays,GLCategory
"PASTA,SPIRALS,BRN RICE",1.091065,0.42343879398661705,0.0,4.0,25.091323000000003,9.609838196197359,0.0,85.04,582,235,Packaged Grocery
EDEN VINEGAR RED WINE,0.9696959999999999,0.171549837005283,0.0,1.0,20.236409,3.7690816271215097,0.0,22.74,660,228,Packaged Grocery
TCHEF CIL PESTO NAAN PZA,1.064419,0.38764649994004396,0.0,5.0,21.652846,7.22185624571851,0.0,95.2,1335,279,Frozen
OG1 KALONA HALF & HALF,0.9444940000000001,0.30719097897147396,0.0,3.0,14.075577,4.60310178033132,0.0,44.34,1099,273,Refrigerated Grocery
H.C. DEOD STICK DUSK,2.703264,1.7719470410385099,0.0,12.0,11.149175999999999,7.04835345338506,0.0,51.36,1348,266,Body Care
"EARACHE DROPS,ADULT/CH",1.8789470000000001,0.987262233042458,1.0,6.0,11.096052,5.8060787974765,5.1,35.58,190,134,Vitamins
"CHCKPEA PUFF,OG2,SRIRACHA",1.148148,0.45604518194714894,0.0,2.0,20.749629000000002,10.9034283533919,0.0,40.56,27,27,Packaged Grocery
"TSTR PASTRY,OG,FR,BS MAPL",1.049217,0.317350388290205,0.0,4.0,31.83604,10.3343411898375,0.0,127.56,447,198,Packaged Grocery
"BOUILLON CUBES,NOT CHK",1.0785120000000001,0.424450756838269,0.0,8.0,19.406466,7.413184698052161,0.0,125.28,484,214,Packaged Grocery
"CASTILE SOAP,OG,PEPPERMNT",4.496657,6.23923947145251,0.0,100.0,39.321287,54.21678456077311,0.0,867.0,4039,290,Body Care
"NUT SHK,OG2,VAN KIDS",1.058365,0.234891211676719,1.0,2.0,17.339648999999998,3.91935694486478,13.31,35.02,257,147,Vitamins
"CEREAL,OG,OPTIMUM POWE",1.398533,1.19263254454257,0.0,9.0,37.642590999999996,20.8092956792245,0.0,342.0,818,242,Packaged Grocery
OG2 FD CHOC CREAM COOKIE,1.232758,0.8978131046248651,0.0,17.0,15.333279999999998,11.133051228608402,0.0,220.32,3944,291,Packaged Grocery
"SALSA,MANGO",0.8472219999999999,0.8665899207623079,0.0,6.0,35.209583,35.973185844792,0.0,248.94,72,55,Packaged Grocery
"MISO,OG,TRAD COUNTRY BRLY",0.9701489999999999,0.298877562062966,0.0,2.0,35.015373,11.3312881532996,0.0,79.9,134,94,Refrigerated Grocery
MVS PREMIUM SPRING GLASS,1.4956120000000002,1.9182938097486397,0.0,40.0,23.914233,27.801794376911,0.0,662.8,2393,293,Packaged Grocery
"DELUXE MAC&CHEESE,CRMY,GF",1.03,0.221955432568844,0.0,3.0,37.695133,8.694202407383731,0.0,110.1,300,155,Packaged Grocery
OG1 LAKE PURE LEMON JCE,1.056402,0.33041032959264693,1.0,7.0,31.183226,9.37697738267736,0.0,184.8,1968,285,Packaged Grocery
"LOLLIPOP,OG,SUPER SOUR",1.012345,0.29554302396156396,0.0,3.0,8.539506,2.7280830729811902,0.0,26.73,81,75,Packaged Grocery
"BAR,OG2,COCONUT DELIGHT",0.650442,0.54725560045746,0.0,2.0,8.396106,7.11103510935295,0.0,25.98,226,156,Packaged Grocery
OG2 CASC PBCCHIP KD GRAN,0.276595,0.449713297417555,0.0,1.0,9.486914,15.503945389411099,0.0,37.96,94,76,Packaged Grocery
NERVE TONIC TABLETS,2.078313,1.25816229989425,0.0,8.0,10.790239999999999,6.445745870022741,0.0,36.64,332,195,Vitamins
"BROTH,NATURAL CHICKEN",1.0229,0.246528350625745,0.0,3.0,27.739732,6.775378538094669,0.0,82.65,262,157,Packaged Grocery
"PLN CHOC SUNDROPS,BAKI",0.792452,0.409431621323895,0.0,1.0,36.979622,19.360651209075503,0.0,50.34,53,50,Packaged Grocery
QUICK COOKING BARLEY,1.039318,0.769037413597336,0.0,8.0,8.330203,6.04775849449618,0.0,60.88,4578,293,Refrigerated Grocery
"SOUR CREAM,OG2,LACTOSE F",1.066626,0.379350196569956,0.0,4.0,14.741626,5.08314591837511,0.0,47.52,1666,284,Refrigerated Grocery
OG2 AMYS LS REFRIED BNS,1.0205469999999999,0.151316947781002,1.0,3.0,23.951054,3.48364048261047,13.43,68.94,730,248,Packaged Grocery
WILD LINGONBERRIES IN SGR,0.995192,0.155342730133331,0.0,2.0,24.092307,4.245233241748751,0.0,51.46,208,136,Packaged Grocery
KMF DEOD ENZYME LAVENDER,2.991473,2.19504439554163,0.0,36.0,8.562399000000001,6.41843233395512,0.0,105.48,821,242,Body Care
FRONT SALSA MEXICANA MED,1.129151,0.539134095863357,0.0,5.0,16.33107,7.39847686768923,0.0,66.95,271,148,Packaged Grocery
BATHERAPY MINERAL SALT,0.251748,1.33463362841343,0.0,12.0,0.9065030000000001,4.79428478102912,0.0,43.08,143,78,Body Care
"POT PIE,OG,VEG,N/D,VEG",0.942001,0.321519269167393,0.0,3.0,27.386127000000002,9.368581276658599,0.0,86.82,1069,269,Frozen
CNS SOAP UNSCENTED,3.551575,2.1403827337631203,1.0,24.0,3.5778809999999996,2.15969287652406,0.0,20.8,1619,265,Body Care
"INFANT FORM,OG,DHA & ARA",1.02496,0.175002785803545,1.0,3.0,108.4817,20.429910159741603,0.0,319.05,641,245,Packaged Grocery
"ENERGY TEA,OG2,BLACK",0.809523,0.40237390808147794,0.0,1.0,18.318095,11.9939779135396,0.0,28.51,21,19,Packaged Tea
Canola Lite Mayo,1.234042,1.1379072135933201,0.0,6.0,28.295247999999997,14.219739478302698,0.0,40.4,141,104,Packaged Grocery
"CLEANSER,KITCHEN&BATH",5.9488,6.59071544075812,0.0,96.0,5.197166999999999,5.68055034352553,0.0,82.56,3418,280,Packaged Grocery
SHIKAI WHT GARDENIA LTN,2.410256,1.5530464393686398,0.0,9.0,11.003516000000001,6.859732840840469,0.0,37.17,273,150,Body Care
"SAUSAGE,MEXICAN CHIPOTLE",1.050556,0.4324103115054171,0.0,8.0,44.782903999999995,18.2813584638395,0.0,344.64,1167,268,Refrigerated Grocery
"BAR SOAP,GLYC,ALOE",3.199564,2.82407429049274,0.0,24.0,3.189346,2.7671118381107496,0.0,24.72,1378,269,Body Care
VERMINTS CINNAMINT,1.022222,0.171009105028002,0.0,2.0,10.572703,2.19842282626308,0.0,22.4,270,175,Packaged Grocery
"WHT BN CHIPS,NACHO CHS",1.064516,0.417930158787229,0.0,3.0,13.773629000000001,6.00811136466418,0.0,40.05,124,106,Packaged Grocery
KNUD SPK KSHR CNCRD GRPE,0.981927,0.485834384629229,0.0,3.0,27.854759,13.516971406427901,0.0,77.82,166,100,Packaged Grocery
"LIQ STEVIA,CINNAMON F",2.263157,1.3101493151813601,0.0,6.0,13.850921,8.84293694464783,0.0,42.24,76,61,Packaged Grocery
"TORT CHIP,GRLLD HABANERO",0.600877,0.882227418714797,0.0,8.0,12.058902999999999,17.421403695509902,0.0,163.36,228,135,Packaged Grocery
ER SCI COMPLEXION TONER,1.96,1.03622818154165,1.0,6.0,9.8019,5.11344128733234,4.28,31.62,200,143,Body Care
"CASTILE LIQ SP,OG3,EU",2.857988,3.34458448194717,0.0,63.0,24.892560999999997,29.165998850551,0.0,546.21,1183,263,Body Care
"NOT NUTS!TRLMX,BCH BSH,GF",0.628787,0.484969551736495,0.0,1.0,8.534015,6.62504003846158,0.0,15.46,132,102,Packaged Grocery
"CANDIES,RSTD CNUT,DRK CHO",1.046511,0.28413485950822304,0.0,3.0,23.567829,6.37053771019006,0.0,70.35,387,192,Packaged Grocery
UDI SWEET POT RAV SS GF,1.0,0.20628424925175898,0.0,2.0,21.476457999999997,4.72410725083332,0.0,43.4,48,43,Frozen
"BLUE AGAVE,OG",1.0,0.368229847159329,0.0,7.0,28.415602000000003,10.589156255227302,0.0,194.11,473,211,Packaged Grocery
"BAR,OG2,CHOC & COCONU",1.0621459999999998,0.46592917418701,0.0,5.0,13.574914999999999,5.3452227611892,0.0,44.28,354,199,Packaged Grocery
TINKY BRWN RICE FETTUCIN,1.008385,0.09128468056355302,1.0,2.0,26.669832,2.9281005927145,23.71,54.9,477,230,Packaged Grocery
"RTS SOUP,CHKY TOMATO,BPAF",0.367424,0.506084080860646,0.0,2.0,4.980606,6.86783551421445,0.0,28.32,264,169,Packaged Grocery
"BAR,OAT,RAISIN WALNT,5 PK",1.089285,0.5245508648653909,0.0,4.0,17.635035000000002,7.8728611021790496,0.0,58.04,280,144,Packaged Grocery
OG2 EB BABY PEAR/MANGO,1.034482,0.18299220502485997,1.0,2.0,12.516896000000001,2.4399591630926802,0.0,25.0,174,126,Packaged Grocery
"COOKING SAUCE,THAI PNT,GF",1.066782,0.42939627413256504,0.0,8.0,13.08993,4.9145066713911305,0.0,93.52,1722,280,Packaged Grocery
"SALSA,HABANERO,VERY HO",1.253097,0.7351449411366129,0.0,8.0,18.524442,10.8234834940379,0.0,122.56,565,198,Packaged Grocery
OG2 WALL GREEK LF CHERRY,0.833333,0.45869750056829495,0.0,4.0,12.553651,6.89322795346635,0.0,50.4,786,261,Refrigerated Grocery
COFF FILTER #3 CONE BRWN,1.0628600000000001,0.617377596603402,0.0,6.0,23.44828,8.05557635389407,0.0,130.5,1559,277,Packaged Grocery
ITO EN SENCHA SHOT RTD,1.236559,1.12378142300401,0.0,12.0,24.847462,8.09869250377314,0.0,80.19,465,228,Packaged Grocery
"TEA,BTL,OG,ASSAM",1.2907110000000002,1.00207297516279,0.0,20.0,15.149203,10.7892531788614,0.0,210.2,1658,266,Packaged Grocery
TOMS PPRMNT FF PROP/MYRH,1.149147,0.7649314890773059,0.0,12.0,23.000923,15.1717406364614,0.0,233.4,704,229,Body Care
OG1 TM RSTD DANDELION RT,0.5499850000000001,0.626141345745453,0.0,10.0,10.016117,11.4047032035515,0.0,187.5,3351,286,Packaged Tea
"MARTIN APPLE JUICE,UNFLT",0.981366,0.305615151977143,0.0,2.0,24.746024,7.61340226832784,0.0,51.54,161,127,Packaged Grocery
"WHIPPED TOPPING,LIGHT",1.03125,0.176776695296637,1.0,2.0,30.308125,6.76986321751559,24.66,63.52,32,31,Frozen
"OG2,CASHEW CARAMEL",1.323617,0.928592476865415,0.0,12.0,25.523206,17.1924881612166,0.0,245.04,1338,258,Packaged Grocery
"CHILI,OG,SPICY",1.123484,0.656240034523886,1.0,10.0,28.798191,5.943087905895069,6.93,83.01,907,254,Packaged Grocery
,2.611275,1.58872248705647,0.0,8.0,7.6227,4.63669045133037,0.0,23.92,337,190,Vitamins
OG2 TRU ANCT GRN FUSSILI,0.8972969999999999,0.46067441492744393,0.0,3.0,12.977837,6.643397562182519,0.0,43.14,185,115,Packaged Grocery
"PASTA,OG1,SPAGHETTI",1.340158,1.2383099520985,0.0,38.0,26.665246999999997,22.8977003223239,0.0,694.64,3028,283,Packaged Grocery
Tranquility,1.25,1.29623784782714,0.0,6.0,7.556817999999999,7.83672623055603,0.0,36.12,44,40,Body Care
HILARYS APL FNL DRSNG GF,0.71134,0.455493388320976,0.0,1.0,9.697525,6.53645052617241,0.0,14.98,97,84,Packaged Grocery
"SKIN CARE OIL,GRAPESE",2.261083,1.92342616320859,0.0,15.0,15.160985,12.9240649499068,0.0,110.55,406,207,Body Care
"PNUT BTR CUP,OG,MLK CHO",1.5255969999999999,1.34054788545959,0.0,20.0,19.892579,16.9707060811883,0.0,253.8,3516,289,Packaged Grocery
"YOGURT STARTER,FRZ-DRIED",2.193654,2.55602037110489,0.0,24.0,8.37538,14.694385783327501,0.0,413.8,1513,273,Packaged Grocery
SEA SALT PLAIN,3.662404,2.67412189096101,0.0,12.0,16.887672,14.938555036772401,0.0,78.96,782,248,Packaged Grocery
"COND,TEA TREE",1.8066659999999999,1.20031582614627,0.0,8.0,9.8938,8.74964982920912,0.0,57.76,300,153,Body Care
UP4 WOMENS PROBIOTIC,1.9325150000000002,1.13381707734836,0.0,8.0,30.498711,18.0439000378754,0.0,138.88,163,126,Vitamins
BEANITOS CHED CHS PB CHP,1.211062,0.7407307914526742,0.0,9.0,13.895167,8.47272345781672,0.0,102.87,687,244,Packaged Grocery
"YOG,STRND,WM,BLUEBRY",1.076103,0.7515076132917451,0.0,10.0,15.112754,10.998890584124501,0.0,144.2,1971,273,Refrigerated Grocery
OG2 GTS ENLTMT CAYENNADE,1.093109,0.81129618658134,0.0,10.0,27.051153999999997,20.4458513891378,0.0,203.2,3222,280,Refrigerated Grocery
"FRZN YGRT,OG,LF,CHC MN",1.023316,0.19587282091331798,1.0,4.0,19.575518,3.89529093012061,16.56,77.04,772,255,Frozen
"FRUIT BAR,OG2,RASPBERRY",1.1329719999999999,0.527906284524005,0.0,9.0,17.217907999999998,7.88224874792488,0.0,146.25,1850,276,Frozen
EO HNDSAN SPRY CNUT/LEM,1.078014,0.5473450178075121,0.0,4.0,9.306453,4.82505837718559,0.0,35.32,423,204,Body Care
OG2 LAKE HH POMGRN BLUBR,1.175152,0.8770740591257981,0.0,9.0,31.278065,11.4538941477021,0.0,120.24,491,194,Packaged Grocery
NW HERB SKULLCAP,1.358974,1.0383990584493001,0.0,4.0,7.060256,5.3956544343229496,0.0,20.72,39,36,Vitamins
"BAR,POM BLBRY PSTCH+ANTIO",1.3409799999999998,1.56538078188669,0.0,35.0,15.982179,16.6179828314818,0.0,365.05,959,236,Packaged Grocery
"TEA,OG2,GUAVA,CLN NRG,ZRO",1.204597,1.11006165457295,0.0,14.0,16.654114,13.4132165146121,0.0,167.58,435,214,Packaged Grocery
ALBA PLUMERIA HAIR WASH,3.156028,2.49938188913997,0.0,12.0,16.004539,12.8468108035295,0.0,62.28,141,106,Body Care
"COFF FLTRBSKT,S161883-4",1.156565,0.8446664959421172,0.0,8.0,16.562769,4.92049240253536,0.0,65.24,1188,272,Packaged Grocery
"PRBIO DRNK,OG2,LEMN G",1.261321,0.8235961601973679,0.0,14.0,27.797501,18.2858353501387,0.0,278.18,5388,292,Refrigerated Grocery
"Cheese, Monterey Jack, Exact Weight, Organic Cream",1.153846,0.47981305112450706,0.0,4.0,21.553732,9.08295565003184,0.0,78.2,702,240,Packaged Grocery
"APPETIZER,SAMOSA,SAAG",0.17647000000000002,0.39295262399668796,0.0,1.0,5.261764,11.757438196357901,0.0,31.8,17,16,Frozen
"SHAVE SOAP,DUSK",2.462585,1.61381454645677,0.0,12.0,5.520136,3.6355358340330803,0.0,28.68,294,166,Body Care
"JCE,SPRK,OG2,PEAR,100",0.849865,0.8353617677737171,0.0,8.0,26.681528000000004,20.818481749058897,0.0,138.68,373,158,Packaged Grocery
"SOY BEVERAGE,OG,UNSWTND",1.257536,0.633979478852611,0.0,10.0,21.935502,10.955815080854899,0.0,169.5,5374,293,Refrigerated Grocery
SPC OIL PEANUT HH OG2,1.993348,1.82998484774899,1.0,9.0,55.551263,26.327179946866302,0.0,405.54,451,214,Packaged Grocery
"CEREAL,HNY&NUT TOASTY",1.246273,1.4556763253213,0.0,28.0,31.172271000000002,37.276252220945004,0.0,715.96,1409,257,Packaged Grocery
ER SCI APRICOT NITE CRM,2.217391,1.64761874552447,0.0,6.0,16.453478,11.4992739525243,0.0,50.94,207,149,Body Care
UP4 KIDS CUBES PROBIOTIC,1.831541,1.9333149275031298,0.0,12.0,23.724086,24.315861902858895,0.0,142.32,279,157,Vitamins
OLIVE LEAF EXTRACT,2.235955,1.4303724237709499,0.0,8.0,12.636966000000001,8.03478763147737,0.0,44.96,89,77,Vitamins
"DINNER,OG,SWT POT & CHICK",0.9885709999999999,0.130617726918462,0.0,2.0,11.951771,1.829206305182,0.0,24.32,350,180,Packaged Grocery
"MUSTARD,OG2,DIJON",1.0795629999999998,0.378876843157771,0.0,5.0,32.464726,11.4311615189569,0.0,151.3,1282,264,Packaged Grocery
NAT BIO ARNICA RUB CREAM,2.438502,1.3320749049554899,0.0,8.0,14.987860000000001,8.24398873353361,0.0,52.0,187,142,Vitamins
OG2 O.V. VAN SOY BEV,1.0685209999999998,0.350713170117069,0.0,4.0,18.606351,6.0908760559669695,0.0,72.4,2875,291,Refrigerated Grocery
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,Vitamins
"HEMP SEED OIL,OG2",2.0818849999999998,2.01258340375946,0.0,18.0,17.962828,17.108168975943002,0.0,167.22,403,199,Vitamins
"EYE SERUM,LUMINOUS",2.366972,1.40547730156618,0.0,12.0,20.745480999999998,12.075330013705301,0.0,99.0,436,191,Body Care
"CREAM,FACIAL,SENSITIVE",2.153652,1.7752872733663703,0.0,18.0,17.788702,13.7573254114485,0.0,125.6,794,246,Body Care
Honey Dijon Rice Chips,0.9237280000000001,0.555924067385251,0.0,5.0,20.436144,11.642731965553,0.0,96.85,236,145,Packaged Grocery
OG2 PAM SLTCRML LATTE BR,1.041916,0.353183344535829,0.0,4.0,7.940419,6.821191585238039,0.0,42.4,167,85,Packaged Grocery
"SUNSCREEN,MNRL,KIDS,S",4.390328,5.32763667322461,0.0,48.0,22.466044,27.036272400862103,0.0,266.4,579,171,Body Care
"MULTIVITAMIN,PRENATAL,OG",1.5903610000000001,0.988175759254583,0.0,4.0,27.924819,17.3340016463798,0.0,72.32,83,70,Vitamins
"FRT SNK,OG2,BUNNY BERRY",0.838823,0.707247292549511,0.0,10.0,27.597682,21.818953614384103,0.0,254.8,1700,270,Packaged Grocery
LARA BAR BANANA COOKIE,0.845549,1.02764849408974,0.0,10.0,12.691164,15.2365762100441,0.0,156.3,764,227,Packaged Grocery
"NATURALLY OAT BEV,OG,ORIG",1.211251,1.01997455298992,1.0,35.0,26.551657000000002,20.2347916963374,0.0,703.85,2613,285,Packaged Grocery
"WAFFLES,HOMESTYLE,OG,G",1.044247,0.256814314406684,0.0,5.0,25.126970999999998,6.37879635859476,0.0,123.2,1017,253,Frozen
"HYALURONIC ACID,DBL STREN",1.822222,1.46611559895356,0.0,6.0,19.784888,15.576314569100001,0.0,68.88,45,43,Vitamins
White Peach,0.9268290000000001,0.29114617215854804,0.0,2.0,12.453983000000001,4.49875679363288,0.0,30.44,123,100,Packaged Grocery
"Meats, Sliced, Ham, Honey Maple, Antibiotic Free,",1.294936,0.876405213446443,-6.0,6.0,32.013588,18.5174403973592,-50.9,154.74,1566,280,Meat
"KOMBUCHA,OG2,CITRUS",1.108372,0.617340069234064,0.0,10.0,28.365526000000003,15.699708886406802,0.0,254.0,3165,291,Refrigerated Grocery
BB PUFFINS CORN CEREAL,1.305585,1.0096798560598599,0.0,10.0,35.337666999999996,21.742823617724298,0.0,255.51,913,254,Packaged Grocery
OG2 NANCYS PLAIN LF YOG,0.893617,0.750655563611062,0.0,15.0,17.595236,14.559171170494402,0.0,282.9,1692,279,Refrigerated Grocery
GP GINGER CHILI SAUCE,0.834205,0.390556272862724,0.0,2.0,33.195584000000004,16.0436279384862,0.0,84.64,573,222,Packaged Grocery
"JCE,OG2,APPLE,UNFILTE",1.2328569999999999,0.979799025927179,1.0,10.0,35.386157,12.9544911905772,0.0,216.42,700,259,Packaged Grocery
"Squash, Zucchini, Fancy, Georgia, 20 lb , Organic",2.40909,1.5709025759055502,0.0,8.0,5.047822,3.16806748729814,0.0,15.76,418,207,Body Care
"AURA GLOW,ALMOND",1.07124,0.8605341198045992,0.0,10.0,22.754731,11.065527310901,0.0,86.2,1137,267,Packaged Grocery
"OATMEAL POUCH,OG,VARIETY",1.152188,0.660599553704084,0.0,16.0,18.066126999999998,9.79450660282505,0.0,220.0,1485,279,Packaged Grocery
"JUICE,OG,POM W/CRANBY HH",1.048338,0.6495373320801621,0.0,6.0,31.895317,15.8126170223665,0.0,150.35,331,158,Packaged Grocery
FYH GRAPESEED OIL VEG   ,1.010451,0.253540076219362,0.0,4.0,23.347167000000002,5.75154436493534,0.0,77.6,1818,283,Refrigerated Grocery
BTB BEEF BASE OG2,1.087967,0.416446815774883,0.0,6.0,24.371748999999998,8.86295231618219,0.0,140.64,989,255,Packaged Grocery
OG2 GVO VANILLA YOG,0.9888049999999999,0.32886305196280297,0.0,3.0,13.040441,4.4891725916782095,0.0,43.29,1608,281,Refrigerated Grocery
"SUNSCREEN,SPF 15,FRAG",3.303258,2.7447097421898596,0.0,24.0,17.070751,14.2876501978798,0.0,121.68,399,133,Body Care
"CHKNPTTY,OG2,GF,S179310-8",0.692307,0.480384461415261,0.0,1.0,29.173076000000002,20.8264460820913,0.0,48.03,13,12,Meat
"BODY WASH,CITRUS VANILLA",2.592,1.94312684492904,0.0,12.0,15.821279999999998,11.484288634702699,0.0,58.5,125,90,Body Care
OG2 ERWN RAISIN BRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15,Packaged Grocery
"RL NAIL,HAIR&SKIN CONNEC",1.838709,1.26482812723718,0.0,8.0,21.192176999999997,14.7384839189256,0.0,96.48,124,93,Vitamins
"CINNAMON,OG2",1.36659,3.07681485057078,0.0,60.0,24.862782,48.933165423799494,0.0,955.2,1754,278,Packaged Grocery
"GOAT'S WHEY PROT,VANILLA",1.699386,0.988420421652732,0.0,6.0,22.773435,13.838451546698801,0.0,96.72,163,115,Vitamins
OG2 MILLENN SYNRGY GUAVA,1.1261809999999999,0.641571717628801,0.0,8.0,28.854248,16.3130403518871,0.0,203.2,5397,293,Refrigerated Grocery
"Meats, Ham, Steak, Uncured, Applewood Smoked, Natu",1.182432,1.24969200103241,-3.0,6.0,35.995135,37.021368815337,-86.46,172.92,148,85,Meat
"TEEN ENERGY MULTI,GUMMY",0.397338,1.3323493562763502,0.0,12.0,5.125836,17.1852290718312,0.0,155.4,526,205,Vitamins
ZAND THROAT SPRAY HERBAL,1.641509,1.6419306134341898,0.0,6.0,8.400943,8.386109225322679,0.0,30.84,53,47,Body Care
AC AVOCADO OIL,2.617886,1.9096886746088202,0.0,13.0,11.170211,7.96456462681159,0.0,55.08,615,240,Body Care
PNF HAZELNUT CHOCOLATE,1.057291,0.5660997138206441,0.0,6.0,24.963098000000002,12.4949884692455,0.0,127.08,384,203,Packaged Grocery
PANDA LICORICE BAR,1.0085469999999999,0.301927091473303,0.0,4.0,16.813012,5.200081401562059,0.0,70.32,1404,272,Packaged Grocery
"PAPAYA ENZYME,ORIGINA",2.2220419999999996,1.26310180065059,0.0,12.0,9.579538000000001,5.4765354690241095,0.0,54.12,1234,272,Vitamins
OG2 EB BABY VEG BEEF PIL,0.9841260000000001,0.125988157669742,0.0,1.0,15.725873000000002,2.0251002642805602,0.0,16.46,63,53,Packaged Grocery
OG2 MEDITER SD TOM IN OO,1.394791,1.2512242006721201,0.0,10.0,47.902343,18.4828745080368,0.0,220.0,960,249,Packaged Grocery
"STUFFED SHELLS,WF,GF",1.7818180000000001,0.8754027452150049,1.0,4.0,14.888181,7.308865010663951,8.21,33.24,55,51,Body Care
"PASTA,OG1,RIGATONI,G/",1.007575,0.0870388279778492,1.0,2.0,31.963787,4.04619178798963,0.0,64.02,132,102,Packaged Grocery
GUAYAKI YERBA LOOSE OG2,1.053061,0.463018447042635,0.0,5.0,33.163061,14.3513197833832,0.0,162.0,245,159,Packaged Tea
EBAL SOY FREE BTRY SPRD,1.077272,0.384359779848849,0.0,10.0,40.609877000000004,14.120474919240902,0.0,314.0,2200,290,Refrigerated Grocery
"TPSTE,SEA FRESH,COQ10/",3.672172,3.01974431127344,1.0,48.0,13.283786,11.5442406311897,0.0,184.8,787,239,Body Care
"HRB TEA,BNGL SPC,S#677922",1.101581,0.47389412165045397,0.0,8.0,12.704719,5.039023622259191,0.0,84.32,2087,288,Packaged Tea
"SOUP,OG,LS,CRMY RSTD P",1.311827,1.03938762481615,0.0,6.0,32.145340000000004,14.425531779419401,0.0,181.08,558,218,Packaged Grocery
OG2 TM NETTLE LEAF TEA,1.043585,0.264014538671351,0.0,6.0,19.096339999999998,4.84599294101868,0.0,105.9,1216,268,Packaged Tea
"TUNA,WHITE ALBACORE,N/S",1.399134,1.20586009028071,0.0,28.0,29.034834000000004,24.872754680248498,0.0,585.48,3465,291,Packaged Grocery
"TIGER BALM,ULTRA STRNGTH",1.466037,1.12531338146883,0.0,5.0,13.230716000000001,10.301458916952999,0.0,53.8,530,224,Body Care
"OLIVS,OG2,GRN STUFFD/",1.1264100000000001,0.548385110139402,0.0,6.0,39.498532,20.695529286723602,0.0,220.08,443,171,Packaged Grocery
"CEREAL,OG2,BRAN PLUS,WG",1.060278,0.444349503130455,0.0,10.0,23.77289,10.0847122585771,0.0,227.9,1294,277,Packaged Grocery
VEGGIE GROUND ROUND,1.0067110000000001,0.518955754071773,0.0,4.0,19.879898999999998,10.2678286593143,0.0,79.84,298,178,Refrigerated Grocery
ER SCI FRAG FREE CONDI,2.0846560000000003,1.40790775907597,0.0,8.0,8.366058,5.6826671239098605,0.0,34.48,378,198,Body Care
"BOUILLON CUBE,NOT CHI",1.0785120000000001,0.424450756838269,0.0,8.0,19.406466,7.413184698052161,0.0,125.28,484,214,Packaged Grocery
"PREMIUM SPRD,OG,CNCRD GRP",1.238805,0.766099069786547,1.0,8.0,19.539410999999998,11.2226245509147,0.0,123.6,1206,265,Packaged Grocery
"DSP,ROLLER BALL,SLEEP",2.43618,2.02765028580531,0.0,24.0,9.063798,7.20594630933908,0.0,78.96,995,253,Body Care
CAFIX INST BEV CRYSTALS,0.9928049999999999,0.0846656518437965,0.0,1.0,49.888345,5.10322091214499,0.0,55.32,278,172,Packaged Tea
"CAFIX CRYSTALS,JAR",0.9928049999999999,0.0846656518437965,0.0,1.0,49.888345,5.10322091214499,0.0,55.32,278,172,Packaged Tea
"FORTIFIED WATER,BERRY",1.379758,0.997058283390102,1.0,10.0,37.263740999999996,17.584072486863597,0.0,198.96,1077,251,Packaged Grocery
"SHAMPOO,JOJOBA REVITAL",2.4395599999999997,2.12671856057408,0.0,24.0,9.123186,7.66226169334057,0.0,77.04,819,242,Body Care
"DEOD STICK,TEA TREE",2.9572439999999998,1.97361582850144,0.0,24.0,10.760538,7.15913181406316,0.0,86.88,1263,262,Body Care
"Salads, Romaine Salad Blend, Earthbound Farm, 6x10",1.045521,0.280726054296143,0.0,4.0,12.167371000000001,3.3025455856958197,0.0,42.16,681,239,Packaged Tea
"OATML,OG1,STEEL CUT,Q",0.949002,0.24867225640626603,0.0,2.0,15.361351999999998,4.11183616052339,0.0,33.1,451,223,Packaged Grocery
"BODY LTN,VERY EMOL,UN",2.335038,1.9654285768879598,0.0,24.0,20.161824,16.4727671037521,0.0,188.16,1173,259,Body Care
AC PATCHOULI ESS OIL,2.060747,1.3886933239372,0.0,15.0,17.493551,11.824206641226802,0.0,109.05,856,252,Body Care
ALCR CRAN/POMGRN EMERG-C,2.725146,2.25215936250399,0.0,15.0,20.042821,16.1035564787831,0.0,120.6,684,224,Vitamins
"POP,COLDBREW COFFE,4 PACK",0.983024,0.5708169145447191,0.0,5.0,24.569768,14.7763545952335,0.0,131.1,648,222,Frozen
DISH DUMPLING SCRUBBER,1.0,0.0,1.0,1.0,26.626665999999997,0.0529150262232444,26.6,26.72,9,9,Packaged Grocery
OG2 PNF ORIG OAT DRNK,1.211251,1.01997455298992,1.0,35.0,26.551657000000002,20.2347916963374,0.0,703.85,2613,285,Packaged Grocery
VIOBIN WHEAT GERM OIL LI,2.093023,2.11360618812822,0.0,12.0,13.877208999999999,13.9605168286069,0.0,79.2,43,37,Vitamins
AC MIST LAVENDER,3.0337490000000003,2.0986058483538,0.0,24.0,11.76187,8.05599793558105,0.0,92.16,1363,271,Body Care
"YOGURT,POMEGRNT,NF,ICELND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,20,Refrigerated Grocery
"TORT CHIP,SS&LIM,S#961284",1.610601,2.59340799838352,0.0,70.0,37.269918,62.089382207028706,0.0,1705.9,981,247,Packaged Grocery
